CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT IN LITRES,Pressure (hg),Humidity (%),Crop Age (days),Irrigation Type,Soil Moisture (%),Pump Status
ONION,WET,DESERT,45.70797819,NORMAL,5.5,1002.740705,15,23,Manual Irrigation,55.06786805,Off
ONION,HUMID,DESERT,25.97691399,NORMAL,0.2,1020.773062,32,22,Manual Irrigation,73.980952,Off
ONION,WET,HUMID,48.82139138,SUNNY,6.12,1000.17394,15,26,Manual Irrigation,35.69500893,Off
ONION,HUMID,HUMID,41.01397011,WINDY,4.75,1016.81784,17,10,Manual Irrigation,54.93306042,Off
ONION,WET,SEMI ARID,41.2437163,RAINY,5.12,1022.745591,14,27,Manual Irrigation,47.47717731,Off
ONION,WET,SEMI HUMID,15.79850611,SUNNY,2.62,1020.395521,4,8,Manual Irrigation,82.84852922,Off
ONION,DRY,HUMID,32.25255031,SUNNY,0.2,1022.282067,24,20,Manual Irrigation,64.89035189,Off
ONION,WET,SEMI ARID,41.2437163,RAINY,5.12,1022.745591,14,27,Manual Irrigation,47.47717731,Off
ONION,DRY,SEMI ARID,44.87284084,WINDY,8.12,1014.013484,43,6,Sprinkler Irrigation,49.05510407,Off
ONION,HUMID,DESERT,41.64364035,SUNNY,6.25,1013.959612,22,4,Manual Irrigation,47.88437921,Off
ONION,HUMID,DESERT,32.07559907,NORMAL,0.3,1003.719707,4,18,Manual Irrigation,70.42277032,Off
ONION,DRY,HUMID,43.70764341,WINDY,5.75,1020.097118,27,20,Manual Irrigation,40.92295335,Off
ONION,DRY,DESERT,17.85380155,SUNNY,5.75,1019.278401,7,25,Manual Irrigation,49.23600401,Off
ONION,WET,SEMI HUMID,15.28757777,RAINY,1.62,1007.334742,21,1,Manual Irrigation,80.37417255,Off
ONION,WET,HUMID,48.82139138,SUNNY,6.12,1000.17394,15,26,Manual Irrigation,35.69500893,Off
OTHER,DRY,SEMI ARID,45,WINDY,6.70379655,1006.967843,31,9,Manual Irrigation,35.93652309,Off
OTHER,WET,SEMI HUMID,45,SUNNY,6.696311473,1021.470348,9,24,Manual Irrigation,46.34418085,Off
OTHER,HUMID,HUMID,35,SUNNY,6.45165672,1013.821045,40,21,Manual Irrigation,48.94981379,Off
OTHER,HUMID,SEMI HUMID,24.58362429,WINDY,5.42,1013.031694,16,0,Manual Irrigation,45.43607068,Off
OTHER,WET,SEMI ARID,45,WINDY,6.665513779,1023.835896,10,26,Manual Irrigation,45.39184931,Off
OTHER,WET,SEMI HUMID,35,SUNNY,6.594204441,1017.639895,25,25,Manual Irrigation,37.57554873,Off
OTHER,WET,SEMI HUMID,35,NORMAL,6.61182834,1012.580709,44,6,Manual Irrigation,52.96148314,Off
OTHER,DRY,SEMI ARID,35,SUNNY,6.461588215,1008.26502,18,19,Manual Irrigation,48.62408726,Off
OTHER,WET,DESERT,15,RAINY,6.728844071,1006.864308,22,1,Manual Irrigation,55.30724195,Off
OTHER,DRY,SEMI ARID,25,NORMAL,6.487725927,1015.038713,13,30,Manual Irrigation,55.7493121,Off
OTHER,HUMID,SEMI HUMID,38.42012882,SUNNY,6.92,1009.791664,21,8,Manual Irrigation,45.23248599,Off
OTHER,DRY,HUMID,40.14652422,RAINY,0.5,1017.575792,46,10,Manual Irrigation,69.99937344,Off
OTHER,DRY,DESERT,39.43457145,NORMAL,8.12,1019.713796,34,0,Manual Irrigation,50.39069235,Off
OTHER,WET,HUMID,25,RAINY,6.568660375,1019.654567,35,22,Manual Irrigation,47.22290831,Off
OTHER,WET,SEMI HUMID,22.47071786,WINDY,4.6,1021.448799,48,17,Manual Irrigation,78.09551622,Off
OTHER,HUMID,SEMI HUMID,45,NORMAL,6.642434402,1016.929768,7,16,Manual Irrigation,37.17560806,Off
OTHER,WET,SEMI ARID,43.7034353,NORMAL,6.6,1019.379769,16,26,Manual Irrigation,41.32401857,Off
OTHER,WET,HUMID,37.24346781,SUNNY,5.2,1003.519261,23,21,Manual Irrigation,55.94605487,Off
OTHER,WET,DESERT,25,RAINY,6.639095736,1011.777071,42,2,Manual Irrigation,58.17041832,Off
OTHER,DRY,HUMID,15,RAINY,6.505707458,1022.15941,3,4,Manual Irrigation,62.03440274,Off
OTHER,DRY,HUMID,25.89102415,SUNNY,6,1012.325878,48,29,Manual Irrigation,45.61663849,Off
OTHER,WET,SEMI HUMID,35,NORMAL,6.61182834,1012.580709,44,6,Manual Irrigation,52.96148314,Off
OTHER,WET,SEMI HUMID,22.63445582,NORMAL,7.5,1022.886922,11,11,Manual Irrigation,63.59637293,Off
OTHER,HUMID,DESERT,46.84877356,RAINY,7.25,1008.614048,32,18,Manual Irrigation,44.68716634,Off
OTHER,WET,SEMI HUMID,45,RAINY,6.800168953,1006.464606,39,29,Manual Irrigation,37.99601817,Off
OTHER,WET,HUMID,35,NORMAL,6.649496456,1011.283418,19,21,Manual Irrigation,36.24084165,Off
OTHER,DRY,HUMID,35,WINDY,6.625860467,1019.601544,24,29,Manual Irrigation,41.61565361,Off
OTHER,DRY,SEMI HUMID,25,SUNNY,6.814957224,1017.7318,44,8,Manual Irrigation,44.47050683,Off
OTHER,HUMID,DESERT,27.67318949,SUNNY,6.8,1007.635792,25,7,Manual Irrigation,37.49634053,Off
OTHER,WET,HUMID,25,SUNNY,6.821354646,1020.785416,27,14,Manual Irrigation,56.19000596,Off
OTHER,HUMID,SEMI HUMID,21.0774047,WINDY,6.5,1013.838272,41,16,Manual Irrigation,53.38973849,Off
OTHER,WET,SEMI ARID,25,RAINY,6.511292821,1012.565995,24,18,Manual Irrigation,58.69051654,Off
OTHER,WET,HUMID,15,SUNNY,6.67509295,1000.46141,27,16,Manual Irrigation,58.95346747,Off
OTHER,WET,DESERT,19.62072911,WINDY,5.1,1003.803697,8,21,Manual Irrigation,57.44196282,Off
OTHER,WET,SEMI ARID,25,RAINY,6.624944197,1009.125633,1,6,Manual Irrigation,53.20664627,Off
OTHER,HUMID,SEMI HUMID,27.5006438,WINDY,5.42,1024.621789,11,6,Manual Irrigation,49.66596182,Off
OTHER,DRY,SEMI HUMID,31.66788879,RAINY,0.5,1004.203527,7,4,Manual Irrigation,61.40266928,Off
OTHER,DRY,DESERT,45,SUNNY,6.82186172,1024.410331,37,11,Manual Irrigation,40.0116155,Off
OTHER,HUMID,DESERT,12.23486801,NORMAL,4.68,1011.762518,46,1,Manual Irrigation,90.94579611,Off
OTHER,HUMID,HUMID,25,NORMAL,6.7015442,1021.852595,29,18,Manual Irrigation,60.75222447,Off
OTHER,HUMID,DESERT,15,RAINY,6.469451992,1013.640212,20,20,Manual Irrigation,60.38121687,Off
OTHER,HUMID,DESERT,35.13862743,WINDY,7.68,1012.828538,43,28,Manual Irrigation,37.73028422,Off
OTHER,HUMID,HUMID,35,SUNNY,6.45165672,1013.821045,40,21,Manual Irrigation,48.94981379,Off
OTHER,DRY,SEMI HUMID,45,SUNNY,6.615629174,1005.587358,24,20,Manual Irrigation,38.4813936,Off
OTHER,WET,SEMI ARID,45,RAINY,6.585226525,1002.509187,18,19,Manual Irrigation,52.75012364,Off
OTHER,HUMID,HUMID,25,NORMAL,6.7015442,1021.852595,29,18,Manual Irrigation,60.75222447,Off
OTHER,HUMID,SEMI HUMID,49.30306732,RAINY,0.5,1000.943683,15,25,Manual Irrigation,67.36743482,Off
OTHER,DRY,SEMI HUMID,25,RAINY,6.768136644,1017.619896,37,1,Manual Irrigation,61.16644897,Off
OTHER,DRY,DESERT,20.2746807,RAINY,3.5,1022.377656,16,13,Manual Irrigation,67.27052249,Off
OTHER,DRY,SEMI ARID,35,RAINY,6.679539294,1024.481547,12,11,Manual Irrigation,44.11203698,Off
OTHER,HUMID,SEMI HUMID,38.55460644,NORMAL,5.8,1023.232016,4,23,Manual Irrigation,50.82674773,Off
OTHER,WET,SEMI ARID,25,RAINY,6.738296533,1011.888163,39,21,Manual Irrigation,57.46699247,Off
OTHER,HUMID,SEMI HUMID,48.08335083,RAINY,0.5,1020.847915,45,7,Manual Irrigation,62.10810494,Off
OTHER,WET,HUMID,45,NORMAL,6.65231353,1010.865191,39,7,Manual Irrigation,50.5333366,Off
OTHER,DRY,SEMI HUMID,15,SUNNY,6.476489119,1006.322795,24,10,Manual Irrigation,58.53364907,Off
OTHER,DRY,DESERT,23.41272541,WINDY,8.9,1014.067789,21,12,Manual Irrigation,43.49195306,Off
OTHER,DRY,SEMI ARID,15,RAINY,6.542860388,1021.834604,47,8,Manual Irrigation,46.67270352,Off
OTHER,WET,HUMID,25,SUNNY,6.496419945,1016.160043,16,11,Manual Irrigation,60.21384744,Off
OTHER,DRY,HUMID,25,WINDY,6.788807183,1022.003284,42,17,Manual Irrigation,63.26590955,Off
OTHER,HUMID,SEMI ARID,25,NORMAL,6.480158924,1019.714544,41,18,Manual Irrigation,47.35639561,Off
OTHER,HUMID,SEMI HUMID,25,WINDY,6.613642836,1010.696738,48,20,Manual Irrigation,46.0381219,Off
OTHER,HUMID,SEMI HUMID,17.78790374,NORMAL,3.42,1024.535393,8,12,Manual Irrigation,75.95471902,Off
OTHER,WET,SEMI ARID,15,WINDY,6.777868827,1012.202307,22,22,Manual Irrigation,58.0455546,Off
OTHER,DRY,SEMI HUMID,25,RAINY,6.791498908,1001.137164,22,11,Manual Irrigation,48.72639326,Off
OTHER,DRY,SEMI ARID,15,RAINY,6.542860388,1021.834604,47,8,Manual Irrigation,46.67270352,Off
OTHER,WET,HUMID,22.03850042,SUNNY,4.1,1005.803348,25,5,Manual Irrigation,77.93274935,Off
OTHER,HUMID,SEMI HUMID,25,SUNNY,6.661609944,1015.593556,14,24,Manual Irrigation,61.66739873,Off
OTHER,WET,DESERT,45,RAINY,6.482532859,1013.024785,33,3,Manual Irrigation,50.70890369,Off
OTHER,HUMID,HUMID,45,NORMAL,6.787613856,1020.754574,9,29,Manual Irrigation,45.60557129,Off
OTHER,HUMID,SEMI HUMID,45,SUNNY,6.814943078,1023.558362,31,18,Manual Irrigation,38.5785585,Off
OTHER,DRY,SEMI HUMID,35,RAINY,6.499631417,1001.280159,14,17,Manual Irrigation,42.67200069,Off
OTHER,DRY,DESERT,15,RAINY,6.474397169,1008.761755,25,17,Manual Irrigation,43.47988025,Off
OTHER,DRY,SEMI HUMID,40.57286758,RAINY,0.55,1005.036537,48,30,Manual Irrigation,60.71396537,Off
OTHER,HUMID,SEMI HUMID,15,NORMAL,6.604826998,1013.547004,41,3,Manual Irrigation,49.57508682,Off
OTHER,HUMID,SEMI HUMID,15.00996494,SUNNY,4.92,1008.036562,15,30,Manual Irrigation,82.94931318,Off
OTHER,DRY,HUMID,35,SUNNY,6.537966872,1004.770237,6,7,Manual Irrigation,38.54051706,Off
OTHER,WET,DESERT,15,RAINY,6.728844071,1006.864308,22,1,Manual Irrigation,55.30724195,Off
OTHER,HUMID,DESERT,15,NORMAL,6.708001789,1019.760187,32,9,Manual Irrigation,60.51289596,Off
OTHER,HUMID,SEMI ARID,25,RAINY,6.610001101,1023.055772,12,9,Manual Irrigation,47.07326667,Off
OTHER,DRY,HUMID,35,RAINY,6.785876133,1003.261391,27,23,Manual Irrigation,51.989997,Off
OTHER,WET,HUMID,25,WINDY,6.783281389,1009.368276,4,16,Manual Irrigation,47.24741034,Off
OTHER,HUMID,DESERT,11.55627742,RAINY,0.2,1020.697802,47,12,Manual Irrigation,79.050806,Off
OTHER,DRY,SEMI ARID,25,NORMAL,6.487725927,1015.038713,13,30,Manual Irrigation,55.7493121,Off
OTHER,DRY,SEMI ARID,45,WINDY,6.46268504,1017.669763,48,14,Manual Irrigation,42.73130414,Off
OTHER,WET,SEMI HUMID,22.63445582,NORMAL,7.5,1022.886922,11,11,Manual Irrigation,63.59637293,Off
OTHER,HUMID,HUMID,45,NORMAL,6.710098819,1012.814773,42,19,Manual Irrigation,43.53989546,Off
OTHER,DRY,DESERT,45,RAINY,6.732078221,1006.509934,48,11,Manual Irrigation,44.5134601,Off
OTHER,HUMID,SEMI HUMID,14.96203558,NORMAL,3.88,1005.672519,16,30,Manual Irrigation,71.20186731,Off
OTHER,HUMID,SEMI HUMID,25,NORMAL,6.63615549,1003.163611,29,7,Manual Irrigation,52.62927091,Off
OTHER,WET,SEMI ARID,35,NORMAL,6.475975442,1001.012196,8,5,Manual Irrigation,42.21312317,Off
OTHER,HUMID,DESERT,27.67318949,SUNNY,6.8,1007.635792,25,7,Manual Irrigation,37.49634053,Off
OTHER,DRY,HUMID,15,RAINY,6.505707458,1022.15941,3,4,Manual Irrigation,62.03440274,Off
OTHER,HUMID,HUMID,35,SUNNY,6.756347575,1021.140658,42,23,Manual Irrigation,40.01211904,Off
OTHER,WET,HUMID,32.37760701,RAINY,0.5,1014.710839,12,22,Manual Irrigation,58.21159219,Off
OTHER,WET,SEMI HUMID,45,WINDY,6.675924703,1017.230743,31,22,Manual Irrigation,43.5073499,Off
OTHER,HUMID,SEMI ARID,45,SUNNY,6.458173783,1004.843473,15,2,Manual Irrigation,54.3984452,Off
OTHER,DRY,DESERT,25,WINDY,6.44548987,1013.542171,14,8,Manual Irrigation,44.9511816,Off
OTHER,HUMID,SEMI ARID,48.32396916,RAINY,6.5,1019.889546,23,30,Manual Irrigation,40.03264976,Off
OTHER,HUMID,HUMID,17.4131517,SUNNY,4.3,1018.020408,46,29,Manual Irrigation,68.24153779,Off
OTHER,WET,SEMI HUMID,25,RAINY,6.74325615,1014.259683,1,15,Manual Irrigation,48.87022058,Off
OTHER,HUMID,SEMI ARID,25,NORMAL,6.480158924,1019.714544,41,18,Manual Irrigation,47.35639561,Off
OTHER,HUMID,HUMID,15,RAINY,6.569759842,1002.466434,40,9,Manual Irrigation,63.44886803,Off
OTHER,HUMID,SEMI ARID,25,WINDY,6.608411583,1017.801586,1,4,Manual Irrigation,55.78622478,Off
OTHER,HUMID,SEMI HUMID,16.99096344,RAINY,0.1,1003.703348,2,0,Manual Irrigation,67.00454629,Off
OTHER,WET,HUMID,15,RAINY,6.433752216,1024.604124,42,30,Manual Irrigation,56.48341639,Off
OTHER,WET,DESERT,45,RAINY,6.709238842,1002.672084,15,17,Manual Irrigation,43.02805517,Off
OTHER,HUMID,SEMI ARID,25,RAINY,6.610001101,1023.055772,12,9,Manual Irrigation,47.07326667,Off
OTHER,WET,SEMI ARID,10.05564733,RAINY,0.1,1009.570605,4,11,Manual Irrigation,74.50314337,Off
OTHER,HUMID,SEMI HUMID,46.67105536,NORMAL,7.5,1021.175301,20,16,Manual Irrigation,42.86436839,Off
OTHER,WET,SEMI HUMID,22.63445582,NORMAL,7.5,1022.886922,11,11,Manual Irrigation,63.59637293,Off
OTHER,HUMID,SEMI HUMID,32.98100352,WINDY,6.42,1006.234395,14,18,Manual Irrigation,53.95769411,Off
OTHER,DRY,SEMI HUMID,25.16425208,RAINY,0.5,1012.302916,3,7,Manual Irrigation,58.06498427,Off
OTHER,DRY,HUMID,36.85920605,NORMAL,8.85,1012.425591,36,19,Manual Irrigation,52.42545834,Off
OTHER,WET,SEMI HUMID,25,WINDY,6.647776309,1007.876412,0,13,Manual Irrigation,58.42567055,Off
OTHER,WET,HUMID,32.37760701,RAINY,0.5,1014.710839,12,22,Manual Irrigation,58.21159219,Off
OTHER,DRY,DESERT,23.41272541,WINDY,8.9,1014.067789,21,12,Manual Irrigation,43.49195306,Off
OTHER,HUMID,SEMI HUMID,45,SUNNY,6.783631085,1001.049318,9,14,Manual Irrigation,38.73510345,Off
OTHER,HUMID,DESERT,15,NORMAL,6.708001789,1019.760187,32,9,Manual Irrigation,60.51289596,Off
OTHER,WET,HUMID,45,WINDY,6.825584331,1004.993207,48,13,Manual Irrigation,42.68868546,Off
OTHER,WET,SEMI ARID,25,SUNNY,6.782263474,1002.281121,18,22,Manual Irrigation,49.48364235,Off
OTHER,WET,HUMID,32.37760701,RAINY,0.5,1014.710839,12,22,Manual Irrigation,58.21159219,Off
OTHER,DRY,HUMID,25.89102415,SUNNY,6,1012.325878,48,29,Manual Irrigation,45.61663849,Off
OTHER,HUMID,SEMI ARID,19.97421938,WINDY,5.71,1015.623062,39,29,Manual Irrigation,60.91765396,Off
OTHER,DRY,HUMID,35,RAINY,6.650123772,1006.057765,26,29,Manual Irrigation,42.89511039,Off
OTHER,WET,SEMI HUMID,35,WINDY,6.821438033,1000.180499,50,25,Manual Irrigation,43.52481652,Off
OTHER,DRY,SEMI ARID,45,WINDY,6.46268504,1017.669763,48,14,Manual Irrigation,42.73130414,Off
OTHER,WET,DESERT,14.8836075,WINDY,4.3,1012.369859,2,6,Manual Irrigation,81.4201993,Off
OTHER,DRY,SEMI ARID,25,NORMAL,6.487725927,1015.038713,13,30,Manual Irrigation,55.7493121,Off
OTHER,HUMID,DESERT,35,SUNNY,6.735051624,1010.351696,34,29,Manual Irrigation,46.87818423,Off
OTHER,HUMID,SEMI ARID,35,NORMAL,6.567732938,1022.193838,2,21,Manual Irrigation,53.30707129,Off
OTHER,HUMID,HUMID,31.39086555,SUNNY,6.02,1020.247828,47,23,Manual Irrigation,47.12387387,Off
OTHER,HUMID,HUMID,20.9549492,WINDY,4.52,1015.31482,39,12,Manual Irrigation,62.63885718,Off
OTHER,HUMID,HUMID,25,RAINY,6.637265088,1010.808347,0,6,Manual Irrigation,45.46337921,Off
OTHER,HUMID,DESERT,25,SUNNY,6.504049964,1002.703084,41,28,Manual Irrigation,56.65013344,Off
OTHER,DRY,HUMID,35,WINDY,6.625860467,1019.601544,24,29,Manual Irrigation,41.61565361,Off
OTHER,WET,HUMID,11.5657583,WINDY,3.48,1000.023576,16,17,Manual Irrigation,75.35795355,Off
OTHER,DRY,DESERT,31.96893311,RAINY,0.8,1017.030231,11,30,Manual Irrigation,77.32794615,Off
OTHER,HUMID,SEMI ARID,25,RAINY,6.610001101,1023.055772,12,9,Manual Irrigation,47.07326667,Off
OTHER,WET,DESERT,25,SUNNY,6.451627999,1017.475685,21,30,Manual Irrigation,54.51579379,Off
OTHER,HUMID,HUMID,25,NORMAL,6.7015442,1021.852595,29,18,Manual Irrigation,60.75222447,Off
OTHER,HUMID,SEMI HUMID,12.13473967,SUNNY,7.38,1001.620855,49,3,Manual Irrigation,53.35075429,Off
OTHER,WET,DESERT,45,RAINY,6.709238842,1002.672084,15,17,Manual Irrigation,43.02805517,Off
OTHER,DRY,HUMID,15,WINDY,6.751581756,1007.737039,19,30,Manual Irrigation,58.86643249,Off
OTHER,HUMID,SEMI HUMID,15.00996494,SUNNY,4.92,1008.036562,15,30,Manual Irrigation,82.94931318,Off
OTHER,HUMID,DESERT,35,SUNNY,6.735051624,1010.351696,34,29,Manual Irrigation,46.87818423,Off
OTHER,HUMID,SEMI HUMID,12.13473967,SUNNY,7.38,1001.620855,49,3,Manual Irrigation,53.35075429,Off
OTHER,DRY,SEMI ARID,15,RAINY,6.542860388,1021.834604,47,8,Manual Irrigation,46.67270352,Off
OTHER,WET,HUMID,37.24346781,SUNNY,5.2,1003.519261,23,21,Manual Irrigation,55.94605487,Off
OTHER,DRY,SEMI HUMID,25.16425208,RAINY,0.5,1012.302916,3,7,Manual Irrigation,58.06498427,Off
OTHER,DRY,SEMI HUMID,35,RAINY,6.499631417,1001.280159,14,17,Manual Irrigation,42.67200069,Off
OTHER,WET,HUMID,35,NORMAL,6.649496456,1011.283418,19,21,Manual Irrigation,36.24084165,Off
OTHER,DRY,SEMI HUMID,25,SUNNY,6.814957224,1017.7318,44,8,Manual Irrigation,44.47050683,Off
OTHER,HUMID,SEMI ARID,21.7019981,RAINY,4.5,1009.697463,31,7,Manual Irrigation,75.41243333,Off
OTHER,WET,SEMI HUMID,25,WINDY,6.612481741,1016.192727,8,0,Manual Irrigation,58.38773475,Off
OTHER,DRY,HUMID,15,WINDY,6.751581756,1007.737039,19,30,Manual Irrigation,58.86643249,Off
OTHER,DRY,HUMID,33.21511509,RAINY,0.2,1022.319898,14,9,Manual Irrigation,66.46777015,Off
OTHER,HUMID,SEMI ARID,48.4676807,WINDY,8.14,1015.733874,38,20,Manual Irrigation,52.72609774,Off
OTHER,DRY,HUMID,35,SUNNY,6.537966872,1004.770237,6,7,Manual Irrigation,38.54051706,Off
OTHER,HUMID,HUMID,18.10939899,SUNNY,4.3,1005.794757,19,27,Manual Irrigation,62.9143639,Off
OTHER,WET,HUMID,39.70290557,SUNNY,5.6,1004.29235,47,22,Manual Irrigation,51.35004544,Off
OTHER,WET,SEMI ARID,25,RAINY,6.511292821,1012.565995,24,18,Manual Irrigation,58.69051654,Off
OTHER,DRY,SEMI HUMID,25,RAINY,6.791498908,1001.137164,22,11,Manual Irrigation,48.72639326,Off
OTHER,HUMID,HUMID,25,WINDY,6.484446496,1006.355446,35,0,Manual Irrigation,61.73287848,Off
OTHER,DRY,HUMID,15,RAINY,6.505707458,1022.15941,3,4,Manual Irrigation,62.03440274,Off
OTHER,DRY,DESERT,35,WINDY,6.633642834,1023.941587,12,11,Manual Irrigation,50.2304906,Off
OTHER,HUMID,SEMI HUMID,24.58362429,WINDY,5.42,1013.031694,16,0,Manual Irrigation,45.43607068,Off
OTHER,WET,HUMID,35,WINDY,6.566703657,1004.853817,6,17,Manual Irrigation,37.88232096,Off
OTHER,HUMID,HUMID,35,WINDY,6.812295974,1017.002742,46,22,Manual Irrigation,50.47492584,Off
OTHER,HUMID,HUMID,25,NORMAL,6.7015442,1021.852595,29,18,Manual Irrigation,60.75222447,Off
OTHER,DRY,DESERT,15,RAINY,6.717844637,1020.515685,22,23,Manual Irrigation,43.6075368,Off
OTHER,HUMID,SEMI HUMID,21.0774047,WINDY,6.5,1013.838272,41,16,Manual Irrigation,53.38973849,Off
OTHER,DRY,HUMID,35,RAINY,6.785876133,1003.261391,27,23,Manual Irrigation,51.989997,Off
OTHER,WET,HUMID,46.37544176,SUNNY,6.98,1001.328016,26,16,Manual Irrigation,37.10797298,Off
OTHER,DRY,DESERT,24.87596947,WINDY,7.5,1023.11557,39,24,Manual Irrigation,51.03616527,Off
OTHER,HUMID,HUMID,18.10939899,SUNNY,4.3,1005.794757,19,27,Manual Irrigation,62.9143639,Off
OTHER,DRY,DESERT,25,WINDY,6.44548987,1013.542171,14,8,Manual Irrigation,44.9511816,Off
OTHER,WET,SEMI HUMID,25,WINDY,6.612481741,1016.192727,8,0,Manual Irrigation,58.38773475,Off
OTHER,HUMID,HUMID,35,SUNNY,6.756347575,1021.140658,42,23,Manual Irrigation,40.01211904,Off
OTHER,WET,SEMI ARID,22.73725669,NORMAL,6.25,1016.394907,43,22,Manual Irrigation,49.04343736,Off
OTHER,HUMID,HUMID,35,SUNNY,6.45165672,1013.821045,40,21,Manual Irrigation,48.94981379,Off
OTHER,WET,SEMI ARID,45,SUNNY,6.811878409,1014.697142,12,6,Manual Irrigation,50.48592186,Off
OTHER,HUMID,SEMI ARID,29.33996941,WINDY,6.8,1022.351365,40,29,Manual Irrigation,53.42635852,Off
OTHER,HUMID,SEMI HUMID,48.08335083,RAINY,0.5,1020.847915,45,7,Manual Irrigation,62.10810494,Off
OTHER,HUMID,SEMI HUMID,24.16486265,SUNNY,7,1016.982917,19,16,Manual Irrigation,56.65964573,Off
OTHER,DRY,DESERT,33.8983653,NORMAL,8.12,1024.573623,39,4,Manual Irrigation,52.47262649,Off
OTHER,WET,SEMI HUMID,22.00491788,WINDY,5.4,1024.3024,18,30,Manual Irrigation,61.04041935,Off
OTHER,WET,SEMI ARID,45,SUNNY,6.811878409,1014.697142,12,6,Manual Irrigation,50.48592186,Off
OTHER,DRY,HUMID,45,NORMAL,6.729543627,1014.458228,33,18,Manual Irrigation,55.46564081,Off
OTHER,WET,SEMI HUMID,22.47071786,WINDY,4.6,1021.448799,48,17,Manual Irrigation,78.09551622,Off
OTHER,WET,HUMID,25,NORMAL,6.736376303,1014.141122,32,30,Manual Irrigation,61.62197982,Off
OTHER,DRY,SEMI HUMID,31.66788879,RAINY,0.5,1004.203527,7,4,Manual Irrigation,61.40266928,Off
OTHER,DRY,SEMI ARID,45,WINDY,6.70379655,1006.967843,31,9,Manual Irrigation,35.93652309,Off
OTHER,HUMID,DESERT,15,NORMAL,6.489646431,1017.700595,3,0,Manual Irrigation,49.49477805,Off
OTHER,WET,HUMID,15,NORMAL,6.663838321,1009.423749,6,0,Manual Irrigation,52.67623183,Off
OTHER,DRY,SEMI HUMID,40.57286758,RAINY,0.55,1005.036537,48,30,Manual Irrigation,60.71396537,Off
OTHER,HUMID,DESERT,46.84877356,RAINY,7.25,1008.614048,32,18,Manual Irrigation,44.68716634,Off
OTHER,DRY,DESERT,39.43457145,NORMAL,8.12,1019.713796,34,0,Manual Irrigation,50.39069235,Off
OTHER,HUMID,SEMI ARID,35,SUNNY,6.651305907,1007.95438,1,21,Manual Irrigation,51.99188428,Off
OTHER,DRY,HUMID,45,NORMAL,6.673182923,1003.198749,27,26,Manual Irrigation,46.80372756,Off
OTHER,HUMID,SEMI HUMID,17.78790374,NORMAL,3.42,1024.535393,8,12,Manual Irrigation,75.95471902,Off
OTHER,HUMID,SEMI HUMID,38.42012882,SUNNY,6.92,1009.791664,21,8,Manual Irrigation,45.23248599,Off
OTHER,WET,SEMI ARID,45,RAINY,6.585226525,1002.509187,18,19,Manual Irrigation,52.75012364,Off
OTHER,DRY,SEMI ARID,25.24743649,SUNNY,8.08,1002.356077,11,16,Manual Irrigation,36.72941355,Off
OTHER,DRY,DESERT,15,RAINY,6.497766032,1022.330904,24,27,Manual Irrigation,61.02472064,Off
OTHER,HUMID,SEMI HUMID,15,NORMAL,6.604826998,1013.547004,41,3,Manual Irrigation,49.57508682,Off
OTHER,HUMID,SEMI ARID,23.61542894,NORMAL,8.1,1023.408569,37,21,Manual Irrigation,45.9659261,Off
OTHER,HUMID,DESERT,13.43268514,RAINY,0.2,1022.266667,46,19,Manual Irrigation,90.80532317,Off
OTHER,WET,SEMI HUMID,22.63445582,NORMAL,7.5,1022.886922,11,11,Manual Irrigation,63.59637293,Off
OTHER,HUMID,DESERT,15,RAINY,6.469451992,1013.640212,20,20,Manual Irrigation,60.38121687,Off
OTHER,DRY,SEMI HUMID,25,RAINY,6.768136644,1017.619896,37,1,Manual Irrigation,61.16644897,Off
OTHER,DRY,DESERT,45,RAINY,6.732078221,1006.509934,48,11,Manual Irrigation,44.5134601,Off
OTHER,WET,SEMI HUMID,45,NORMAL,6.57895079,1022.706464,47,5,Manual Irrigation,48.77730257,Off
OTHER,HUMID,DESERT,15,RAINY,6.462444007,1005.350178,42,7,Manual Irrigation,53.25662191,Off
OTHER,HUMID,SEMI HUMID,16.99096344,RAINY,0.1,1003.703348,2,0,Manual Irrigation,67.00454629,Off
OTHER,WET,HUMID,22.03850042,SUNNY,4.1,1005.803348,25,5,Manual Irrigation,77.93274935,Off
OTHER,DRY,SEMI ARID,16.10777287,NORMAL,7.98,1004.426082,42,14,Manual Irrigation,54.50118555,Off
OTHER,WET,DESERT,42.80582388,WINDY,7.6,1008.619673,44,13,Manual Irrigation,37.92295441,Off
OTHER,WET,SEMI HUMID,45,SUNNY,6.696311473,1021.470348,9,24,Manual Irrigation,46.34418085,Off
OTHER,DRY,SEMI HUMID,25,NORMAL,6.464512691,1018.637577,23,22,Manual Irrigation,53.17885176,Off
OTHER,WET,SEMI HUMID,25.8196355,SUNNY,4.84,1004.264009,31,13,Manual Irrigation,67.07948518,Off
OTHER,HUMID,DESERT,48.10809198,NORMAL,7.68,1002.563363,46,22,Manual Irrigation,52.8025498,Off
OTHER,WET,HUMID,32.37760701,RAINY,0.5,1001.824208,3,30,Manual Irrigation,57.47877293,Off
OTHER,DRY,HUMID,15.97971797,WINDY,7.9,1005.62242,50,4,Manual Irrigation,48.45059337,Off
OTHER,WET,HUMID,15,SUNNY,6.67509295,1000.46141,27,16,Manual Irrigation,58.95346747,Off
